source,target,target_type,relation
大驳骨,祛风除湿,Efficacy,has_efficacy
大驳骨,消肿解毒,Efficacy,has_efficacy
大驳骨,活血化瘀活血疗伤药,Category,belongs_to
大驳骨,藏药志,Literature,cited_by
大驳骨,广西民间常用草药,Literature,cited_by
大驳骨,广州植物志,Literature,cited_by
大驳骨,全国中草药汇编,Literature,cited_by
大驳骨,广西中药志,Literature,cited_by
大驳骨,孕妇慎服,Contraindication,has_contraindication
土鳖虫,破瘀血,Efficacy,has_efficacy
土鳖虫,续筋骨,Efficacy,has_efficacy
土鳖虫,活血化瘀活血疗伤药,Category,belongs_to
土鳖虫,医方摘要,Literature,cited_by
土鳖虫,小儿卫生总微论方,Literature,cited_by
土鳖虫,圣济总录,Literature,cited_by
土鳖虫,医林改错,Literature,cited_by
土鳖虫,本经,Literature,cited_by
土鳖虫,金匮要略,Literature,cited_by
土鳖虫,吉林中草药,Literature,cited_by
土鳖虫,约性论,Literature,cited_by
玳瑁,平肝定惊,Efficacy,has_efficacy
玳瑁,清热解毒,Efficacy,has_efficacy
玳瑁,平肝息风止痉药,Category,belongs_to
玳瑁,食性本草,Literature,cited_by
玳瑁,圣济总录,Literature,cited_by
玳瑁,纲目,Literature,cited_by
玳瑁,日华子本草,Literature,cited_by
玳瑁,圣惠方,Literature,cited_by
玳瑁,灵苑方,Literature,cited_by
玳瑁,虚寒证无火毒者禁服,Contraindication,has_contraindication
全蝎,息风镇痉,Efficacy,has_efficacy
全蝎,攻毒散结,Efficacy,has_efficacy
全蝎,通络止痛,Efficacy,has_efficacy
全蝎,平肝息风止痉药,Category,belongs_to
全蝎,油珍方,Literature,cited_by
全蝎,泉州本草,Literature,cited_by
全蝎,妇人良方,Literature,cited_by
全蝎,山东中草药手册,Literature,cited_by
全蝎,纲目,Literature,cited_by
全蝎,杨氏家藏方,Literature,cited_by
全蝎,圣济总录,Literature,cited_by
全蝎,普济方,Literature,cited_by
全蝎,卫生家宝,Literature,cited_by
全蝎,中草药新医疗法资料选编,Literature,cited_by
全蝎,开宝本草,Literature,cited_by
全蝎,玉楸药解,Literature,cited_by
全蝎,圣惠方,Literature,cited_by
全蝎,经验方,Literature,cited_by
全蝎,证治准绳,Literature,cited_by
全蝎,中草医药经验交流,Literature,cited_by
全蝎,经验良方,Literature,cited_by
全蝎,外科真诠,Literature,cited_by
全蝎,孕妇禁用,Contraindication,has_contraindication
蜈蚣,息风镇痉,Efficacy,has_efficacy
蜈蚣,功毒散结,Efficacy,has_efficacy
蜈蚣,通络止痛,Efficacy,has_efficacy
蜈蚣,平肝息风止痉药,Category,belongs_to
蜈蚣,医方摘要,Literature,cited_by
蜈蚣,草药手册,Literature,cited_by
蜈蚣,儒门事亲,Literature,cited_by
蜈蚣,神枕方,Literature,cited_by
蜈蚣,纲目,Literature,cited_by
蜈蚣,世医通变要法,Literature,cited_by
蜈蚣,直指方,Literature,cited_by
蜈蚣,圣惠方,Literature,cited_by
蜈蚣,仁斋直指方,Literature,cited_by
蜈蚣,洞天奥旨,Literature,cited_by
蜈蚣,本经,Literature,cited_by
蜈蚣,吉林中草药,Literature,cited_by
蜈蚣,经验良方,Literature,cited_by
蜈蚣,孙天仁集效方,Literature,cited_by
蜈蚣,本草衍义,Literature,cited_by
蜈蚣,江苏中医,Literature,cited_by
蜈蚣,抱朴子,Literature,cited_by
蜈蚣,别录,Literature,cited_by
蜈蚣,"孕妇禁用《本草衍义》：""畏蛞蝓""畏蜘蛛、鸡屎、桑皮、白盐",Contraindication,has_contraindication
莲房,消瘀,Efficacy,has_efficacy
莲房,止血,Efficacy,has_efficacy
莲房,去湿,Efficacy,has_efficacy
莲房,化瘀止血药,Category,belongs_to
莲房,主产于南北各地。,Origin,produced_in
莲房,岭南采药录,Literature,cited_by
莲房,高科选粹,Literature,cited_by
莲房,儒门事亲,Literature,cited_by
莲房,纲目,Literature,cited_by
莲房,单方验方新医疗法选编,Literature,cited_by
莲房,海上方,Literature,cited_by
莲房,经验方,Literature,cited_by
莲房,本草拾遗,Literature,cited_by
莲房,朱氏集验医方,Literature,cited_by
莲房,妇人经验方,Literature,cited_by
莲房,本草汇言,Literature,cited_by
莲房,不明,Contraindication,has_contraindication
花蕊石,化瘀,Efficacy,has_efficacy
花蕊石,止血,Efficacy,has_efficacy
花蕊石,活血化瘀药,Category,belongs_to
花蕊石,医林纂要,Literature,cited_by
花蕊石,纲目,Literature,cited_by
花蕊石,谈野箱试验方,Literature,cited_by
花蕊石,十药神书,Literature,cited_by
花蕊石,衷中参西录,Literature,cited_by
花蕊石,玉楸药解,Literature,cited_by
花蕊石,鲁府禁方,Literature,cited_by
花蕊石,嘉佑本草,Literature,cited_by
花蕊石,局方,Literature,cited_by
花蕊石,卫生家宝方,Literature,cited_by
花蕊石,无瘀滞及孕妇忌服,Contraindication,has_contraindication
蒲黄,凉血止血,Efficacy,has_efficacy
蒲黄,活血消瘀,Efficacy,has_efficacy
蒲黄,化瘀止血药,Category,belongs_to
蒲黄,药性论,Literature,cited_by
蒲黄,塞上方,Literature,cited_by
蒲黄,纲目,Literature,cited_by
蒲黄,简便单方,Literature,cited_by
蒲黄,证类本草,Literature,cited_by
蒲黄,千金方,Literature,cited_by
蒲黄,本事方,Literature,cited_by
蒲黄,简要济众方,Literature,cited_by
蒲黄,现代实用中药,Literature,cited_by
蒲黄,南宁市药物志,Literature,cited_by
蒲黄,圣惠方,Literature,cited_by
蒲黄,本经,Literature,cited_by
蒲黄,卫生宝鉴,Literature,cited_by
蒲黄,卫生易简方,Literature,cited_by
蒲黄,朱氏集验方,Literature,cited_by
蒲黄,局方,Literature,cited_by
蒲黄,孕妇忌服,Contraindication,has_contraindication
三七,止血散瘀,Efficacy,has_efficacy
三七,消肿定痛,Efficacy,has_efficacy
三七,化瘀止血药,Category,belongs_to
三七,河南中医,Literature,cited_by
三七,上海中医药杂志,Literature,cited_by
三七,纲目,Literature,cited_by
三七,本草从新,Literature,cited_by
三七,得配本草,Literature,cited_by
三七,同寿录,Literature,cited_by
三七,玉揪药解,Literature,cited_by
三七,广西民族药简编,Literature,cited_by
三七,医学衷中参西录,Literature,cited_by
三七,回生集,Literature,cited_by
三七,纲目拾遗,Literature,cited_by
三七,曲靖专区中草药手册,Literature,cited_by
三七,"孕妇慎用①《本草从新》：""能损新血，无瘀者勿用""②《得配本草》：""血虚吐衄，血热妄行者禁用""",Contraindication,has_contraindication
大蒜,行滞气,Efficacy,has_efficacy
大蒜,暖脾胃,Efficacy,has_efficacy
大蒜,消症积,Efficacy,has_efficacy
大蒜,解毒杀虫,Efficacy,has_efficacy
大蒜,温里药,Category,belongs_to
大蒜,全国过各地都有。,Origin,produced_in
大蒜,河南中医,Literature,cited_by
大蒜,姚僧坦集验方,Literature,cited_by
大蒜,必效方,Literature,cited_by
大蒜,本草拾遗,Literature,cited_by
大蒜,贵州中医验方,Literature,cited_by
大蒜,永类钤方,Literature,cited_by
大蒜,补缺肘后方,Literature,cited_by
大蒜,别录,Literature,cited_by
大蒜,世医褥效方,Literature,cited_by
大蒜,濒湖集简方,Literature,cited_by
大蒜,本事方,Literature,cited_by
大蒜,简易方论,Literature,cited_by
大蒜,中医大宝库食疗方,Literature,cited_by
大蒜,摘元方,Literature,cited_by
大蒜,梅师集验方,Literature,cited_by
大蒜,中草药新医疗法展览会资料选编,Literature,cited_by
大蒜,单方验方调查资料选编,Literature,cited_by
大蒜,摄生众妙方,Literature,cited_by
大蒜,静月山人古籍摘录,Literature,cited_by
大蒜,食疗本草,Literature,cited_by
大蒜,纲目,Literature,cited_by
大蒜,圣济总录,Literature,cited_by
大蒜,滇南本草,Literature,cited_by
大蒜,福建药物志,Literature,cited_by
大蒜,食物本草会纂,Literature,cited_by
大蒜,阴虚火旺、目疾、口齿、喉、舌诸患和时行病后均忌食生品,Contraindication,has_contraindication
沉香,降气温中,Efficacy,has_efficacy
沉香,暖肾纳气,Efficacy,has_efficacy
沉香,理气药,Category,belongs_to
沉香,鸡峰普济方,Literature,cited_by
沉香,医林纂要,Literature,cited_by
沉香,赤水玄珠,Literature,cited_by
沉香,纲目,Literature,cited_by
沉香,济生方,Literature,cited_by
沉香,日华子本草,Literature,cited_by
沉香,百一选方,Literature,cited_by
沉香,活人心统,Literature,cited_by
沉香,本草经疏,Literature,cited_by
沉香,方脉正宗,Literature,cited_by
沉香,丹台玉案,Literature,cited_by
沉香,局方,Literature,cited_by
沉香,本经逢原,Literature,cited_by
沉香,别录,Literature,cited_by
降香,行气活血,Efficacy,has_efficacy
降香,止血止痛,Efficacy,has_efficacy
降香,降气,Efficacy,has_efficacy
降香,辟秽,Efficacy,has_efficacy
降香,理气药,Category,belongs_to
降香,现代实用中药,Literature,cited_by
降香,同寿录,Literature,cited_by
降香,本草纲目,Literature,cited_by
降香,百一选方,Literature,cited_by
降香,本草经疏,Literature,cited_by
降香,阴虚火旺、血热妄行者慎服,Contraindication,has_contraindication
檀香,行气温中、开胃止痛,Efficacy,has_efficacy
檀香,理气药,Category,belongs_to
檀香,本草备要,Literature,cited_by
檀香,纲目,Literature,cited_by
檀香,圣济总录,Literature,cited_by
檀香,现代实用中药,Literature,cited_by
檀香,医学金针,Literature,cited_by
檀香,本草拾遗,Literature,cited_by
檀香,阴虚火盛、动血致嗽者忌服,Contraindication,has_contraindication
蜘蛛香,理气止痛,Efficacy,has_efficacy
蜘蛛香,消食止泻,Efficacy,has_efficacy
蜘蛛香,祛风除湿,Efficacy,has_efficacy
蜘蛛香,镇惊安神,Efficacy,has_efficacy
蜘蛛香,理气药,Category,belongs_to
蜘蛛香,贵州草药,Literature,cited_by
蜘蛛香,常用草药治疗手册,Literature,cited_by
蜘蛛香,纲目,Literature,cited_by
蜘蛛香,贵州民间方药集,Literature,cited_by
蜘蛛香,云南中草药,Literature,cited_by
蜘蛛香,贵阳民间药草,Literature,cited_by
蜘蛛香,广西中药志,Literature,cited_by
蜘蛛香,阳虚气弱、孕妇慎用,Contraindication,has_contraindication
九里香,行气止痛、活血散瘀、解毒消肿,Efficacy,has_efficacy
九里香,理气药,Category,belongs_to
九里香,岭南采药录,Literature,cited_by
九里香,中草药学,Literature,cited_by
九里香,生草药性备要,Literature,cited_by
九里香,广西中药志,Literature,cited_by
九里香,本草纲目,Literature,cited_by
九里香,福建药物志,Literature,cited_by
九里香,云南中草药,Literature,cited_by
九里香,医学集成,Literature,cited_by
九里香,福建中草药,Literature,cited_by
九里香,阴虚火亢者忌用,Contraindication,has_contraindication
路路通,祛风活络,Efficacy,has_efficacy
路路通,利水通经,Efficacy,has_efficacy
路路通,化瘀止血药,Category,belongs_to
路路通,浙江民间草药,Literature,cited_by
路路通,湖南药物志,Literature,cited_by
路路通,中药临床应用,Literature,cited_by
路路通,中药志,Literature,cited_by
路路通,德胜堂方,Literature,cited_by
路路通,现代实用中药,Literature,cited_by
路路通,纲目拾遗,Literature,cited_by
路路通,德胜堂经验方,Literature,cited_by
路路通,古今良方,Literature,cited_by
路路通,阴虚、月经过多及孕妇禁服,Contraindication,has_contraindication
千斤拔,祛风利湿,Efficacy,has_efficacy
千斤拔,消瘀解毒,Efficacy,has_efficacy
千斤拔,祛风湿强筋骨药,Category,belongs_to
千斤拔,福建,Origin,produced_in
千斤拔,台湾,Origin,produced_in
千斤拔,湖南,Origin,produced_in
千斤拔,广东,Origin,produced_in
千斤拔,海南,Origin,produced_in
千斤拔,广西,Origin,produced_in
千斤拔,贵州,Origin,produced_in
千斤拔,湖北,Origin,produced_in
千斤拔,云南等地,Origin,produced_in
千斤拔,香港中草药,Literature,cited_by
千斤拔,植物名实图考,Literature,cited_by
千斤拔,江西中医药,Literature,cited_by
千斤拔,南宁市药物志,Literature,cited_by
千斤拔,福建药物志,Literature,cited_by
千斤拔,福建中草药,Literature,cited_by
千斤拔,新疗法与中草药选编,Literature,cited_by
千斤拔,孕妇慎用,Contraindication,has_contraindication
徐长卿,祛风化湿,Efficacy,has_efficacy
徐长卿,止痛止痒,Efficacy,has_efficacy
徐长卿,祛风湿强筋骨药,Category,belongs_to
徐长卿,岭南采药录,Literature,cited_by
徐长卿,中草药土方土法战备专辑,Literature,cited_by
徐长卿,全展选编,Literature,cited_by
徐长卿,中草药土方土法战备专楫,Literature,cited_by
徐长卿,福建民间草药,Literature,cited_by
徐长卿,安徽中草药,Literature,cited_by
徐长卿,南京民间药草,Literature,cited_by
徐长卿,本经,Literature,cited_by
徐长卿,吉林中草药,Literature,cited_by
徐长卿,贵阳民间药草,Literature,cited_by
徐长卿,体弱者慎服,Contraindication,has_contraindication
金樱子,固精缩尿,Efficacy,has_efficacy
金樱子,固崩止带,Efficacy,has_efficacy
金樱子,涩肠止泻,Efficacy,has_efficacy
金樱子,收涩药，固精缩尿止带药,Category,belongs_to
金樱子,草药手册,Literature,cited_by
金樱子,泉州本草,Literature,cited_by
金樱子,滇南本草,Literature,cited_by
金樱子,安徽中草药,Literature,cited_by
金樱子,明医指掌,Literature,cited_by
金樱子,陕甘宁青中草药诜,Literature,cited_by
金樱子,本草正,Literature,cited_by
金樱子,天目山药用植物志,Literature,cited_by
金樱子,闽东本草,Literature,cited_by
金樱子,有实火、邪热者忌服,Contraindication,has_contraindication
白果,敛肺定喘、止带缩尿,Efficacy,has_efficacy
白果,收涩药，固精缩尿止带药,Category,belongs_to
白果,湖南药物志,Literature,cited_by
白果,纲目,Literature,cited_by
白果,滇南本草,Literature,cited_by
白果,日用本草,Literature,cited_by
白果,惠直堂经验方,Literature,cited_by
白果,中草药新医疗法资料选编,Literature,cited_by
白果,安徽中草药,Literature,cited_by
白果,医学入门,Literature,cited_by
白果,陕甘宁青中草药选,Literature,cited_by
覆盆子,补肝肾,Efficacy,has_efficacy
覆盆子,缩小便,Efficacy,has_efficacy
覆盆子,助阳固精,Efficacy,has_efficacy
覆盆子,明目,Efficacy,has_efficacy
覆盆子,收涩药，固精缩尿止带药,Category,belongs_to
覆盆子,中医杂志,Literature,cited_by
覆盆子,药性论,Literature,cited_by
覆盆子,濒湖集简方,Literature,cited_by
覆盆子,安徽中草药,Literature,cited_by
覆盆子,本草述,Literature,cited_by
覆盆子,本草衍义,Literature,cited_by
覆盆子,别录,Literature,cited_by
覆盆子,肾虚有火，小便短涩者慎服,Contraindication,has_contraindication
马兜铃,清肺降气,Efficacy,has_efficacy
马兜铃,止咳平喘,Efficacy,has_efficacy
马兜铃,清肠消痔,Efficacy,has_efficacy
马兜铃,止咳平喘药,Category,belongs_to
马兜铃,本草求原,Literature,cited_by
马兜铃,药性论,Literature,cited_by
马兜铃,千金方,Literature,cited_by
马兜铃,千金要方,Literature,cited_by
马兜铃,外科大成,Literature,cited_by
马兜铃,简要济众方,Literature,cited_by
马兜铃,现代实用中药,Literature,cited_by
马兜铃,开宝本草,Literature,cited_by
马兜铃,摘元方,Literature,cited_by
马兜铃,本草汇言,Literature,cited_by
马兜铃,虚寒咳喘及脾弱便泄者慎服内服过量，可致呕吐,Contraindication,has_contraindication
枇杷叶,清肺止咳,Efficacy,has_efficacy
枇杷叶,降逆止呕,Efficacy,has_efficacy
枇杷叶,止咳平喘药,Category,belongs_to
枇杷叶,草药手册,Literature,cited_by
枇杷叶,上海常用中草药,Literature,cited_by
枇杷叶,急救良方,Literature,cited_by
枇杷叶,食疗本草,Literature,cited_by
枇杷叶,纲目,Literature,cited_by
枇杷叶,圣济总录,Literature,cited_by
枇杷叶,广西民间常用中草药手册,Literature,cited_by
枇杷叶,安徽药材,Literature,cited_by
枇杷叶,外科大成,Literature,cited_by
枇杷叶,本草再新,Literature,cited_by
枇杷叶,本事方,Literature,cited_by
枇杷叶,恩施中草药手册,Literature,cited_by
枇杷叶,滇南本草,Literature,cited_by
枇杷叶,安徽中草药,Literature,cited_by
枇杷叶,浙江民间常用草药,Literature,cited_by
枇杷叶,江苏中医,Literature,cited_by
枇杷叶,摘元方,Literature,cited_by
枇杷叶,胃寒呕吐入风寒咳嗽忌服,Contraindication,has_contraindication
